"Date_ID","Lab_ID","Other_Lab_ID","Problems","CRA","Error","DC13","DC13_Error","Date_Method","Calibration_Curve","Local_Reservoir_14Cyr","Local_Reservoir_14Cyr_Error","Material","Species","Site_ID","Phase_ID","Phase_by_Excavator","Site_Context","Sample_ID","Notes"
"Gif-6494","Gif-6494",NULL,NULL,5930,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA050","MA050-1","no","Level 6b1 - hearth",NULL,"Macro-remains"
"Gif-6923","Gif-6923",NULL,NULL,5870,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA050","MA050-1","no","Level 9c - hearth",NULL,"Macro-remains"
"Gif-7684","Gif-7684",NULL,NULL,5760,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA050","MA050-1","no","level 11c - hearth",NULL,"Macro-remains"
"Gif-6879","Gif-6879",NULL,NULL,5700,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA050","MA050-1","no","Level 8a - hearth",NULL,"Macro-remains"
"Gif-7399","Gif-7399",NULL,NULL,5700,110,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA072","MA072-1","unique","Level 2 middle terrace - hearth",NULL,NULL
"GrN-2805","GrN-2805",NULL,NULL,5860,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA009","MA009-1","unique",NULL,NULL,NULL
"Gif-6431","Gif-6431",NULL,NULL,2420,90,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA057","MA057-1","unique",NULL,NULL,NULL
"MC-709","MC-709",NULL,NULL,4320,120,NULL,NULL,NULL,"Marine13",135,103,"shell (marine)",NULL,"MA048","MA048-1","unique",NULL,NULL,NULL
"MC-712","MC-712",NULL,NULL,7000,500,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","MA043","MA043-1","no","Burial",NULL,NULL
"Gif-2910","Gif-2910",NULL,"LabIDConflict",10430,180,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","MA044","MA044-1","unique","Burial, depth 130 cm",NULL,"Zielhofer and Linstädter 2006 reports the ID as 2919 but it is not correct. Delibrias et al. 1982 report the Lab ID as Gif-2909"
"Gif-2909","Gif-2909",NULL,"LabIDConflict",6100,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"MA045","MA045-1","unique","Burial, charcoal at depth 10 cm",NULL,"Delibrias et al. 1982 report the LabID as Gif-2910"
"Beta-411102","Beta-411102",NULL,NULL,6110,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charred fruit",NULL,"MA106","MA106-1","no",NULL,NULL,NULL
"OxA-34042","OxA-34042",NULL,NULL,6128,37,NULL,NULL,NULL,"IntCal13",NULL,NULL,"grain (charred)","Hordeum vulgare","MA106","MA106-1","no",NULL,NULL,NULL
"MC-555","MC-555",NULL,NULL,6350,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshells","Struthio camelus","MA049","MA049-1","no",NULL,NULL,"Camps et al. 1973 report the site as Tarfaya site 11. The date is reported twice by Lubell et al. 1991; the first time at page 262 as Site 11 (Pre-Neolithic), and the second time at page 264 as Site 19 (Neolithic of Capsian Tradition Western Sahara)"
"MC-556","MC-556",NULL,NULL,6150,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshells","Struthio camelus","MA049","MA049-1","no",NULL,NULL,"Camps et al. 1973 report the site as Tarfaya site 11. The date is reported twice by Lubell et al. 1991; the first time at page 262 as Site 11 (Pre-Neolithic), and the second time at page 264 as Site 19 (Neolithic of Capsian Tradition Western Sahara)"
"MC-557","MC-557",NULL,"ErrorConflict",8100,110,NULL,NULL,NULL,"Marine13",135,103,"shell (marine)","Tapes","MA043","MA043-1","no",NULL,NULL,"Close 1980 reports the error as ±100"
"MC-707","MC-707",NULL,NULL,3540,100,NULL,NULL,NULL,"Marine13",135,103,"shell (marine)",NULL,"MA047","MA047-2","no",NULL,NULL,NULL
"MC-708","MC-708",NULL,NULL,3830,100,NULL,NULL,NULL,"Marine13",135,103,"shell (marine)","Thais","MA047","MA047-1","no",NULL,NULL,NULL
"MC-711","MC-711",NULL,NULL,7860,170,NULL,NULL,NULL,"Marine13",135,103,"shell (marine)",NULL,"MA042","MA042-1","unique","cenotaphe",NULL,NULL
"Gif-2908","Gif-2908",NULL,NULL,9450,160,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA046","MA046-1","unique","Burial, charcoal at depth 70 cm in dune beach",NULL,NULL
"Gif-2652","Gif-2652",NULL,NULL,2790,105,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA086","MA086-1","unique",NULL,NULL,"Posnanski and McIntosh 1976 report the date as 870±105 BC (2820±105 BP), but it is not correct"
"KIA-38790","KIA-38790",NULL,NULL,3700,40,"-22,34","0,13",NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA027","MA027-1","no","7,00 - Series II",NULL,NULL
"KIA-38791","KIA-38791",NULL,NULL,3665,30,"-23,85","0,26",NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA027","MA027-1","no","7,00 - Series II",NULL,NULL
"KIA-30744","KIA-30744",NULL,NULL,2580,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA018","MA018-1","unique","Layer 1 - Series III",NULL,NULL
"Beta-318454","Beta-318454",NULL,NULL,3260,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"MA099","MA099-1","unique","Burial",NULL,NULL
"Gif-2912","Gif-2912",NULL,NULL,2360,250,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","MA021","MA021-1","unique",NULL,NULL,NULL
"Gif-7002","Gif-7002",NULL,"DateConflict",4190,270,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA069","MA069-1","unique","upper layer - hearth",NULL,"Macro-remains. In Wengler and Vernet 1992 the date is 4190±270; in Wengler et al. 1994 the date is 4420±270"
"Gif-7685","Gif-7685",NULL,NULL,4410,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA068","MA068-1","no","upper layer - hearth",NULL,"Macro-remains"
"Gif-7686","Gif-7686",NULL,NULL,4810,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA068","MA068-1","no","transitional layer - hearth",NULL,"Macro-remains; In Zielhofer and Linstädter 2006 the reported date is 5760±80, but it is wrong"
"Gif-7552","Gif-7552",NULL,NULL,4610,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA068","MA068-1","no","upper layer - hearth",NULL,"Macro-remains"
"Ly-4211","Ly-4211",NULL,NULL,8130,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"organic material",NULL,"MA066","MA066-1","unique",NULL,NULL,NULL
"Gif-7803","Gif-7803",NULL,NULL,4790,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"organic material",NULL,"MA071","MA071-1","unique",NULL,NULL,NULL
"Gif-6825","Gif-6825",NULL,"MissingError",2460,NULL,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA020","MA020-1","unique",NULL,NULL,NULL
"Rabat-137","Rabat-137",NULL,NULL,5516,146,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA011","MA011-1","unique",NULL,NULL,NULL
"Rabat-138","Rabat-138",NULL,NULL,5146,143,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","MA032","MA032-1","unique",NULL,NULL,NULL
"Rabat-139","Rabat-139",NULL,NULL,2279,95,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA041","MA041-1","unique",NULL,NULL,NULL
"Gif-12086","Gif-12086",NULL,NULL,3410,55,"-23.01",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA089","MA089-1","unique","Alluvial profile, UF3 section A",NULL,NULL
"Gif-12083","Gif-12083",NULL,NULL,2875,65,"-22.48",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA090","MA090-4","no","Alluvial profile, UF3 section B",NULL,NULL
"Gif-11958","Gif-11958",NULL,NULL,3550,40,"-23.12",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA090","MA090-3","no","Alluvial profile, UF3 section B",NULL,NULL
"Gif-12085","Gif-12085",NULL,NULL,3930,60,"-21.66",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA090","MA090-2","no","Alluvial profile, UF3 section B",NULL,NULL
"Gif-11755","Gif-11755",NULL,NULL,3320,55,"-25.03",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA091","MA091-2","no","Alluvial profile, UF3 section D",NULL,NULL
"Gif-11960","Gif-11960",NULL,NULL,3670,65,"-22.38",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA093","MA093-1","unique","Alluvial profile, UF3 section F",NULL,NULL
"Gif-11952","Gif-11952",NULL,NULL,3300,50,"-20.239999999999998",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA094","MA094-1","unique","Alluvial profile, UF3 section G",NULL,NULL
"Gif-11954","Gif-11954",NULL,NULL,5285,45,"-25.94",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA095","MA095-1","unique","Alluvial profile, UF3 section J",NULL,NULL
"Gif-12087","Gif-12087",NULL,NULL,3045,80,"-24.06",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA096","MA096-1","unique","Alluvial profile, UF3 section K",NULL,NULL
"Ly-1197","Ly-1197",NULL,NULL,3370,55,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA097","MA097-1","unique","Alluvial profile, UF3 section L",NULL,NULL
"Gif-12088","Gif-12088",NULL,NULL,6220,70,"-24.44",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA090","MA090-1","no","Alluvial profile, UF2 section B",NULL,NULL
"Gif-11753","Gif-11753",NULL,NULL,7935,45,"-23.3",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA091","MA091-1","no","Alluvial profile, UF2 section D",NULL,NULL
"Gif-12084","Gif-12084",NULL,NULL,7900,75,"-24.96",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA092","MA092-1","unique","Alluvial profile, UF2 section E",NULL,NULL
"MAMS-29773","MAMS-29773",NULL,NULL,5203,28,"-26,6",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA100","MA100-1","unique",NULL,NULL,NULL
"Poz-40743","Poz-40743",NULL,NULL,2780,35,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA101","MA101-2","no","Blirh 08 foyer 1A",NULL,NULL
"Poz-40744","Poz-40744",NULL,NULL,2725,35,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA101","MA101-2","no","Blirh 08 foyer 1B",NULL,NULL
"Poz-40749","Poz-40749",NULL,NULL,4450,35,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA101","MA101-1","no","Blirh 08-02 20A",NULL,NULL
"Poz-40750","Poz-40750",NULL,NULL,4435,35,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA101","MA101-1","no","Blirh 08-02 20B",NULL,NULL
"CNA-1163","CNA-1163",NULL,NULL,4278,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA102","MA102-5","no","SU-1303",NULL,NULL
"CNA-1164","CNA-1164",NULL,NULL,4296,39,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA102","MA102-5","no","SU-1303",NULL,NULL
"CSIC-2182","CSIC-2182",NULL,NULL,4303,46,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA102","MA102-5","no","SU-1303",NULL,NULL
"CSIC-2232","CSIC-2232",NULL,NULL,4476,33,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA102","MA102-5","no","SU-1303",NULL,NULL
"CSIC-2181","CSIC-2181",NULL,NULL,4582,45,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA102","MA102-5","no","SU-1303",NULL,NULL
"CNA-1165","CNA-1165",NULL,NULL,5147,55,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA102","MA102-4","no","SU-1309",NULL,NULL
"CNA-1649","CNA-1649",NULL,NULL,6145,35,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA102","MA102-2","no","SU-1322",NULL,NULL
"CNA-1650","CNA-1650",NULL,NULL,5980,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA102","MA102-3","no","SU-1324",NULL,NULL
"CNA-1652","CNA-1652",NULL,NULL,6220,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA102","MA102-2","no","SU-1325",NULL,NULL
"CNA-1653","CNA-1653",NULL,NULL,6320,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA102","MA102-2","no","SU-1325",NULL,NULL
"CNA-1654","CNA-1654",NULL,NULL,6115,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA102","MA102-2","no","SU-1326",NULL,NULL
"CNA-1655","CNA-1655",NULL,NULL,8560,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA102","MA102-1","no","SU-1326",NULL,NULL
"CNA-938","CNA-938",NULL,NULL,3200,39,NULL,NULL,NULL,"IntCal13",NULL,NULL,"sediment with charcoal",NULL,"MA103","MA103-1","no","SU-703",NULL,NULL
"CNA-940","CNA-940",NULL,NULL,3143,31,NULL,NULL,NULL,"IntCal13",NULL,NULL,"sediment with charcoal",NULL,"MA103","MA103-1","no","OAW-6",NULL,NULL
"CNA-801","CNA-801",NULL,NULL,4009,51,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA104","MA104-1","unique","SU-213",NULL,NULL
"CNA-804","CNA-804",NULL,NULL,2790,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"sediment with charcoal",NULL,"MA105","MA105-1","no","SU-808",NULL,NULL
"CNA-939","CNA-939",NULL,NULL,2470,37,NULL,NULL,NULL,"IntCal13",NULL,NULL,"sediment with charcoal",NULL,"MA105","MA105-2","no","SU-809",NULL,NULL
"NoLabID-21",NULL,"Helsinki Accelerator Lab","NoLabID",2680,35,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA105","MA105-1","no","Hearth",NULL,NULL
"OxA-23216","OxA-23216",NULL,NULL,3622,31,NULL,NULL,"AMS","IntCal13",NULL,NULL,"bone (human)","Homo sapiens","ES001","ES001-1","unique","DXVIII-XIX 1 1 (stratum II)",NULL,"In Vijande-Vila et al. 2019 the date is published without CRA error"
"OxA-23217","OxA-23217",NULL,NULL,3629,31,NULL,NULL,"AMS","IntCal13",NULL,NULL,"tooth (human)","Homo sapiens","ES001","ES001-1","unique","CXVIII-XIX 5 6 (stratum II)",NULL,"In Vijande-Vila et al. 2019 the date is published without CRA error"
"KIA-20053","KIA-20053","KIK-2559",NULL,5280,30,"-15,84",NULL,"AMS","IntCal13",NULL,NULL,"bone (animal)","Sus sp.","ES002","ES002-2","no","Cubeta. Cuadro 1","El Zafrin-1",NULL
"KIA-36743","KIA-36743",NULL,NULL,5450,27,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)","Sus sp.","ES002","ES002-1","no",NULL,NULL,NULL
"KIA-36742","KIA-36742",NULL,NULL,5584,26,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)","Sus sp.","ES002","ES002-1","no",NULL,NULL,NULL
"KIA-17373","KIA-17373","KIK-2186",NULL,5600,30,"-22.93",NULL,"AMS","IntCal13",NULL,NULL,"bone (animal)","Sus sp.","ES002","ES002-1","no","Burial","El Zafrin-2a","In Ballouche et al. 2012 and van Strydonck et al. 2009  material is reported as charcoal"
"KIA-22623","KIA-22623","KIK-2979",NULL,5495,40,"-16.54",NULL,"AMS","IntCal13",NULL,NULL,"bone (undetermined)",NULL,"ES002","ES002-1","no",NULL,"El Zafrin-UE612",NULL
"KIA-22284","KIA-22284","KIK-2964",NULL,5170,30,"-15.84",NULL,"AMS","IntCal13",NULL,NULL,"bone (undetermined)",NULL,"ES002","ES002-2","no",NULL,"El Zafrin-UE604",NULL
"NoLabID-06",NULL,NULL,"NoLabID",2500,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","TN054","TN054-1","no","Dolmen 102",NULL,NULL
"NoLabID-07",NULL,NULL,"NoLabID",2430,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","TN054","TN054-1","no","Dolmen 102",NULL,NULL
"NoLabID-08",NULL,NULL,"NoLabID",4520,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","TN055","TN055-1","unique","Tumulus 1",NULL,NULL
"CNA-2400","CNA-2400",NULL,NULL,2790,35,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed",NULL,"TN046","TN046-1","no","corte 20, UE 20017, -3.36-3.32 m",NULL,NULL
"CNA-2402","CNA-2402",NULL,NULL,2765,35,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed",NULL,"TN046","TN046-1","no","corte 20, UE 20017, -3.17-3.07 m",NULL,NULL
"CNA-2403","CNA-2403",NULL,NULL,2795,35,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed",NULL,"TN046","TN046-1","no","corte 20, UE 20017, -2.77-2.67 m",NULL,NULL
"Beta-262619","Beta-262619",NULL,NULL,2760,40,"-22.4",NULL,NULL,"IntCal13",NULL,NULL,"charred bone (undetermined)",NULL,"TN001","TN001-1","no","zone 2, US 290432",NULL,NULL
"Beta-262620","Beta-262620",NULL,NULL,2790,40,"-21.7",NULL,NULL,"IntCal13",NULL,NULL,"charred bone (undetermined)",NULL,"TN001","TN001-1","no","zone 2, US 290433",NULL,NULL
"Beta-283139","Beta-283139",NULL,NULL,2560,40,"-20",NULL,NULL,"IntCal13",NULL,NULL,"charred bone (undetermined)",NULL,"TN001","TN001-1","no","zone 2, US 280221",NULL,NULL
"Beta-283140","Beta-283140",NULL,NULL,2720,40,"-17.100000000000001",NULL,NULL,"IntCal13",NULL,NULL,"charred bone (undetermined)",NULL,"TN001","TN001-1","no","zone 2, US 290409",NULL,NULL
"Beta-283141","Beta-283141",NULL,NULL,2750,40,"-19.8",NULL,NULL,"IntCal13",NULL,NULL,"charred bone (undetermined)",NULL,"TN001","TN001-1","no","zone 2, US 290438",NULL,NULL
"NoLabID-09",NULL,"ENIS Sfax Lab","NoLabID",3850,140,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","TN042","TN042-1","unique","layer 3",NULL,"Natural terrace in association with cultural material. The Capsian lithics and the Roman pottery sherd found in the profile and reported by Zerai 2009 are not associated with this date"
"NoLabID-10",NULL,"ENIS Sfax Lab","NoLabID",9060,240,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","TN039","TN039-1","unique","layer 2",NULL,"Natural terrace in association with cultural material."
"NoLabID-11",NULL,"ENIS Sfax Lab","NoLabID",10100,385,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","TN040","TN040-1","no","layer 1",NULL,"Natural terrace in association with cultural material."
"NoLabID-12",NULL,"ENIS Sfax Lab","NoLabID",6320,180,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","TN040","TN040-2","no","layer 2",NULL,"Natural terrace in association with cultural material."
"Erl-7905","Erl-7905",NULL,NULL,6550,135,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)",NULL,"TN041","TN041-1","unique","layer 3",NULL,"Natural terrace in association with cultural material."
"Erl-5463","Erl-5463",NULL,NULL,3425,62,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","TN014","TN014-1","no","skeleton 1, lowest stratum (>3m bgs)",NULL,"Male skeleton."
"Erl-5953","Erl-5953",NULL,NULL,3350,48,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","TN014","TN014-1","no","skeleton 2, lowest stratum (>3m bgs)",NULL,"Male skeleton."
"GrA-27131","GrA-27131",NULL,NULL,2505,40,"-19,06",NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"TN008","TN008-2","no",NULL,"BM03/5380 (Gent excavation)",NULL
"GrA-27159","GrA-27159",NULL,NULL,2580,35,"-19,14",NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"TN008","TN008-1","no",NULL,"BM02/7239 (Gent excavation)",NULL
"GrA-27165","GrA-27165",NULL,NULL,2550,35,"-20,80",NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"TN008","TN008-1","no",NULL,"BM03/3338 (Gent excavation)",NULL
"GrA-27167","GrA-27167",NULL,NULL,2520,35,"-20,28",NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"TN008","TN008-2","no",NULL,"BM03/3339 (Gent excavation)",NULL
"GrA-27168","GrA-27168",NULL,NULL,2535,40,"-19,84",NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"TN008","TN008-1","no",NULL,"BM03/3339 duplo (Gent excavation)",NULL
"GrA-27169","GrA-27169",NULL,NULL,2565,35,"-18,71",NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"TN008","TN008-1","no",NULL,"BM02/7239 duplo (Gent excavation)",NULL
"GrA-27171","GrA-27171",NULL,NULL,2570,35,"-20,17",NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"TN008","TN008-1","no",NULL,"BM03/3338 duplo( Gent excavation)",NULL
"GrA-28581","GrA-28581",NULL,NULL,2590,30,"-18,09",NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"TN008","TN008-1","no",NULL,"BM04/4463 (Gent excavation)",NULL
"GrA-28584","GrA-28584",NULL,NULL,2620,35,"-19,57",NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"TN008","TN008-1","no",NULL,"BM04/4465 (Gent excavation)",NULL
"GrN-26090","GrN-26090",NULL,NULL,2650,30,"-20,40",NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)","Bos taurus","TN008","TN008-1","no","Phase II, stratum II-a1","Ka93-181 (Hamburg excavation)",NULL
"GrN-26091","GrN-26091",NULL,NULL,2710,30,"-20,36",NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)","Bos taurus","TN008","TN008-1","no","Phase I","Ka93-183 (Hamburg excavation)",NULL
"GrN26092","GrN26092",NULL,NULL,2540,30,"-20,27",NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)","Bos taurus","TN008","TN008-1","no","Phase I?","Ka93-189 (Hamburg excavation)",NULL
"GrN-26479","GrN-26479",NULL,NULL,2510,30,"-20,54",NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)","Bos taurus","TN008","TN008-2","no","Phase I?","Ka93-189 duplo (Hamburg excavation)",NULL
"GrN-26093","GrN-26093",NULL,NULL,2640,50,"-21,00",NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)","Bos taurus","TN008","TN008-1","no","Phase II, stratum II-5b2","Ka93-220 (Hamburg excavation)",NULL
"GrN-26094","GrN-26094",NULL,NULL,2660,30,"-20,22",NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)","Bos taurus","TN008","TN008-1","no","Phase II, stratum II-b1","Ka93-499 (Hamburg excavation)",NULL
"GrN-29278","GrN-29278",NULL,"DateConflict",2580,25,"-18,83",NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"TN008","TN008-1","no",NULL,"BM04/4458 (Gent excavation)","van der Plicht et al. reports the date as 2590±25"
"GrN-29279","GrN-29279",NULL,NULL,2520,25,"-19,73",NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"TN008","TN008-2","no",NULL,"BM04/4459 (Gent Excavation)",NULL
"GrN-29280","GrN-29280",NULL,NULL,2520,40,"-20,68",NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"TN008","TN008-2","no",NULL,"BM04/4460 (Gent excavation)",NULL
"GrN-29281","GrN-29281",NULL,NULL,2520,25,"-19,27",NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"TN008","TN008-2","no",NULL,"BM04/4461 (Gent excavation)",NULL
"GrA-13588","GrA-13588",NULL,NULL,2320,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","TN008","TN008-2","no","tophet urna in Dutch collection","APM 12.499/1 cremation",NULL
"GrA-13589","GrA-13589",NULL,NULL,2330,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","TN008","TN008-2","no","tophet urna in Dutch collection","APM 12.500 cremation",NULL
"GrA-13590","GrA-13590",NULL,NULL,2430,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","TN008","TN008-2","no","tophet urna in Dutch collection","RMO G 1952/2.2 cremation",NULL
"GrA-13591","GrA-13591",NULL,NULL,2460,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (human)","Homo sapiens","TN008","TN008-2","no","tophet urna in Dutch collection","RMO G 1952/2.7 cremation",NULL
"GrN-24805","GrN-24805",NULL,NULL,2380,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"TN008","TN008-2","no","tophet urna in Dutch collection","APM 12.500 charcoal",NULL
"Beta-290413","Beta-290413",NULL,NULL,6760,40,"-23.2",NULL,"AMS","IntCal13",NULL,NULL,"seed","Fabaceae cf Pisum","TN023","TN023-7","no","Trench 7, SU235",NULL,NULL
"ENEA-666","ENEA-666",NULL,NULL,6986,80,NULL,NULL,NULL,"Marine13",60,70,"shell (marine)","Cerastoderma glaucum","TN023","TN023-6","no","Trench 4, Layer 6, SU13 top",NULL,NULL
"ENEA-667","ENEA-667",NULL,NULL,6993,80,NULL,NULL,NULL,"Marine13",60,70,"shell (marine)","Cerastoderma glaucum","TN023","TN023-6","no","Trench 4, Layer 6, SU13 base",NULL,NULL
"ENEA-668","ENEA-668",NULL,NULL,7206,56,NULL,NULL,NULL,"Marine13",60,70,"shell (marine)","Cerastoderma glaucum","TN023","TN023-5","no","Trench 3, Layer 7, SU217",NULL,NULL
"ENEA-834","ENEA-834",NULL,NULL,7420,40,"1.1000000000000001",NULL,NULL,"Marine13",60,70,"shell (marine)","Cerastoderma glaucum","TN023","TN023-4","no","Trench 3, Layer 6, SU214",NULL,NULL
"ENEA-835","ENEA-835",NULL,NULL,7160,40,"1.26",NULL,NULL,"Marine13",60,70,"shell (marine)","Cerastoderma glaucum","TN023","TN023-5","no","Trench 5, Layer 6, SU305",NULL,NULL
"ENEA-836","ENEA-836",NULL,NULL,7520,40,"-1.07",NULL,NULL,"Marine13",60,70,"shell (marine)","Cerastoderma glaucum","TN023","TN023-4","no","Trench 5, Layer 5, SU310",NULL,NULL
"ENEA-837","ENEA-837",NULL,NULL,7920,40,"0.55000000000000004",NULL,NULL,"Marine13",60,70,"shell (marine)","Cerastoderma glaucum","TN023","TN023-2","no","Trench 5, Layer 3, SU481B",NULL,NULL
